"codigo_nacional_farmaco_cd"|"codigo_descripcion"|"atc_farmaco_dispensado_cd"|"ddd_nomenclator_nm"|"ddd_por_envase"|"pvp_nomenclator_nm"|"precio_por_envase_nm"|"clase_aware_cd"
"683123"|"MOXIFLOXACINO SANDOZ 400MG 5 COMPRIMIDOS RECUB PELIC (PVC/PVDC-AL) EFG"|"J01MA14"|400|5|13.58|13.58|"Watch"
"700981"|"MOXIFLOXACINO SANDOZ 400MG 7 COMPRIMIDOS RECUB PELIC (PVC/PVDC-AL) EFG"|"J01MA14"|400|7|19.01|19.01|"Watch"
"696733"|"MOXIFLOXACINO AUROBINDO 400MG 5 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA14"|400|5|13.58|13.58|"Watch"
"696734"|"MOXIFLOXACINO AUROBINDO 400MG 7 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA14"|400|7|19.01|19.01|"Watch"
"702299"|"MOXIFLOXACINO KRKA 400MG 5 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA14"|400|5|13.58|13.58|"Watch"
"702300"|"MOXIFLOXACINO KRKA 400MG 7 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA14"|400|7|19.01|19.01|"Watch"
"797209"|"CIPROFLOXACINO CINFA 750MG 10 COMPRIMIDOS RECUBIERTOS EFG"|"J01MA02"|1000|7.5|2.5|2.5|"Watch"
"798025"|"CIPROFLOXACINO CINFA 500MG 10 COMPRIMIDOS RECUBIERTOS EFG"|"J01MA02"|1000|5|2.22|2.22|"Watch"
"731203"|"AMOXICILINA AUROVITAS 1000MG 20 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01CA04"|1500|13.33|3.81|3.81|"Access"
"731204"|"AMOXICILINA AUROVITAS 1000MG 30 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01CA04"|1500|20|5.71|5.71|"Access"
"731206"|"AMOXICILINA AUROVITAS 500MG 30 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01CA04"|1500|10|2.86|2.86|"Access"
"731207"|"AMOXICILINA AUROVITAS 750MG 20 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01CA04"|1500|10|2.86|2.86|"Access"
"731210"|"AMOXICILINA AUROVITAS 750MG 30 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01CA04"|1500|15|4.29|4.29|"Access"
"725905"|"AMOXICILINA PENSA PHARMA 500MG 20 CAPSULAS EFG"|"J01CA04"|1500|6.66|2.5|2.5|"Access"
"725906"|"AMOXICILINA PENSA PHARMA 500MG 30 CAPSULAS EFG"|"J01CA04"|1500|10|2.86|2.86|"Access"
"725903"|"AMOXICILINA PENSA PHARMA 1000MG 20 COMPRIMIDOS DISPERSABLES EFG"|"J01CA04"|1500|13.33|3.81|3.81|"Access"
"725904"|"AMOXICILINA PENSA PHARMA 1000MG 30 COMPRIMIDOS DISPERSABLES EFG"|"J01CA04"|1500|20|5.71|5.71|"Access"
"725907"|"AMOXICILINA PENSA PHARMA 750MG 20 COMPRIMIDOS DISPERSABLES EFG"|"J01CA04"|1500|10|2.86|2.86|"Access"
"725908"|"AMOXICILINA PENSA PHARMA 750MG 30 COMPRIMIDOS DISPERSABLES EFG"|"J01CA04"|1500|15|4.29|4.29|"Access"
"727557"|"AMOXICILINA TARBIS FARMA 1000MG 20 COMPRIMIDOS DISPERSABLES EFG"|"J01CA04"|1500|13.33|3.81|3.81|"Access"
"727558"|"AMOXICILINA TARBIS FARMA 1000MG 30 COMPRIMIDOS DISPERSABLES EFG"|"J01CA04"|1500|20|5.71|5.71|"Access"
"727559"|"AMOXICILINA TARBIS FARMA 750MG 20 COMPRIMIDOS DISPERSABLES EFG"|"J01CA04"|1500|10|2.86|2.86|"Access"
"725920"|"AMOXICILINA/AC CLAVULANICO PENSA PHARMA 875MG/125MG 20 COMP REC PE EFG"|"J01CR02"|1500|11.66|6.81|6.81|"Access"
"723844"|"AMOXICILINA/ACIDO CLAVULANICO AUROVITAS 875/125MG 20 COMPR REC PEL EFG"|"J01CR02"|1500|11.66|6.81|6.81|"Access"
"723845"|"AMOXICILINA/ACIDO CLAVULANICO AUROVITAS 875/125MG 30 COMPR REC PEL EFG"|"J01CR02"|1500|17.5|10.21|10.21|"Access"
"725257"|"AMOXICILINA/CLAVULANICO ACIDO COMBIX 875MG/125MG 20 COMPR REC PELI EFG"|"J01CR02"|1500|11.66|6.81|6.81|"Access"
"725258"|"AMOXICILINA/CLAVULANICO ACIDO COMBIX 875MG/125MG 30 COMP RECUB PEL EFG"|"J01CR02"|1500|17.5|10.21|10.21|"Access"
"725064"|"AMOXICILINA/ACIDO CLAVULANICO TECNIGEN 875MG/125MG 20 COMP REC PEL EFG"|"J01CR02"|1500|11.66|6.81|6.81|"Access"
"725065"|"AMOXICILINA/ACIDO CLAVULANICO TECNIGEN 875MG/125MG 30 COMP REC PEL EFG"|"J01CR02"|1500|17.5|10.21|10.21|"Access"
"724664"|"MEDOCLAV 875MG/125MG 20 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01CR02"|1500|11.66|6.81|6.81|"Access"
"723897"|"MEDOCLAV 875MG/125MG 30 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01CR02"|1500|17.5|10.21|10.21|"Access"
"703273"|"AMOXICILINA/CLAVULANICO AC STADA 500MG/125MG 30 COMPRIMIDOS REC PE EFG"|"J01CR02"|1500|10|5.84|5.84|"Access"
"707204"|"AMOXICILINA/CLAVULANICO AC TAD 875MG/125MG 20 COMPRIMID RECUB PELI EFG"|"J01CR02"|1500|11.66|6.81|6.81|"Access"
"727483"|"CEFIXIMA MABO 200MG 21 COMPRIMIDOS RECUB PELICULA (PVC-ACLAR/AL) EFG"|"J01DD08"|400|10.5|12.05|12.05|"Watch"
"727482"|"CEFIXIMA MABO 200MG 14 COMPRIMIDOS RECUB PELICULA (PVC-ACLAR/AL) EFG"|"J01DD08"|400|7|8.04|8.04|"Watch"
"841247"|"MEIACT 400MG 10 COMPRIMIDOS RECUBIERTOS PELICULA"|"J01DD16"|400|10|40.01|40.01|"Watch"
"841031"|"SPECTRACEF 400MG 10 COMPRIMIDOS RECUBIERTOS PELICULA"|"J01DD16"|400|10|40.01|40.01|"Watch"
"833434"|"MEIACT 200MG 20 COMPRIMIDOS RECUBIERTOS PELICULA"|"J01DD16"|400|10|40.01|40.01|"Watch"
"833715"|"TELO 200MG 20 COMPRIMIDOS RECUBIERTOS PELICULA"|"J01DD16"|400|10|40.01|40.01|"Watch"
"841049"|"TELO 400MG 10 COMPRIMIDOS RECUBIERTOS PELICULA"|"J01DD16"|400|10|40.01|40.01|"Watch"
"833129"|"SPECTRACEF 200MG 20 COMPRIMIDOS RECUBIERTOS PELICULA"|"J01DD16"|400|10|40.01|40.01|"Watch"
"686556"|"CEFEPIMA COMBINO PHARM 1G 1 VIAL POLVO SOLUCION INYECT/PERFUSION EFG"|"J01DE01"|4000|0.25|7.29|7.29|"Watch"
"702385"|"CEFEPIMA NORMON 1G 1 VIAL + AMP POLVO+DISOLV SOLUC INYECT/PERFUS EFG"|"J01DE01"|4000|0.25|7.29|7.29|"Watch"
"979823"|"AZACTAM 1G IM/IV 1 VIAL POLVO + 1 VIAL DISOLVENTE SOLUCION INYECTABLE"|"J01DF01"|4000|0.25|14.83|14.83|"Reserve"
"872838"|"TEDIPRIMA 80MG/5ML 100ML SUSPENSION ORAL"|"J01EA01"|400|4|1.67|1.67|"Access"
"718769"|"AZITROMICINA TEVA 250MG 6 COMPRIMIDOS DISPERSABLES"|"J01FA10"|300|5|5.62|5.62|"Watch"
"698034"|"AZITROMICINA RATIO 200MG/5ML 15ML 1 FRASCO POLVO SUSPENSION ORAL EFG"|"J01FA10"|300|2|3.01|3.01|"Watch"
"698035"|"AZITROMICINA RATIO 200MG/5ML 30ML 1 FRASCO POLVO SUSPENSION ORAL EFG"|"J01FA10"|300|4|6.03|6.03|"Watch"
"698033"|"AZITROMICINA RATIO 500MG 3 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01FA10"|300|5|5.62|5.62|"Watch"
"842195"|"MYOXAM 900MG 12 SOBRES MONODOSIS GRANULADO SUSPENSION ORAL"|"J01FA11"|1200|9|19.01|19.01|"Watch"
"980151"|"MYOXAM 600MG 12 COMPRIMIDOS RECUBIERTOS"|"J01FA11"|1200|6|13.22|13.22|"Watch"
"980169"|"MYOXAM 250MG/5ML 30G 120ML GRANULADO SUSPENSION ORAL"|"J01FA11"|1200|5|11.16|11.16|"Watch"
"914036"|"MYOXAM 600MG 12 SOBRES MONODOSIS GRANULADO SUSPENSION ORAL"|"J01FA11"|1200|6|14.64|14.64|"Watch"
"714077"|"CLINDAMICINA QUALIGEN 300MG 24 CAPSULAS DURAS EFG"|"J01FF01"|1200|6|6.57|6.57|"Access"
"701607"|"CLINDAMICINA NORMON 600MG 1 AMPOLLA 4ML SOLUCION INYECTABLE EFG"|"J01FF01"|1800|0.33|2.87|2.87|"Access"
"654278"|"DALACIN 150MG 24 CAPSULAS DURAS"|"J01FF01"|1200|3|3.29|3.29|"Access"
"654286"|"DALACIN 300MG 24 CAPSULAS"|"J01FF01"|1200|6|6.57|6.57|"Access"
"693853"|"LINCOCIN 600MG 1 VIAL 2ML SOLUCION INYECTABLE"|"J01FF02"|1800|0.33|1.56|1.56|"Watch"
"702348"|"ACTIRA 400MG 5 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA14"|400|5|13.58|13.58|"Watch"
"702349"|"ACTIRA 400MG 7 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA14"|400|7|19.01|19.01|"Watch"
"719552"|"MOXIFLOXACINO BLUEPHARMA 400MG 5 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA14"|400|5|13.58|13.58|"Watch"
"719553"|"MOXIFLOXACINO BLUEPHARMA 400MG 7 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA14"|400|7|19.01|19.01|"Watch"
"723638"|"MOXIFLOXACINO TILLOMED 400MG 5 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA14"|400|5|13.58|13.58|"Watch"
"698417"|"MOXIFLOXACINO CINFA 400MG 5 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA14"|400|5|13.58|13.58|"Watch"
"698418"|"MOXIFLOXACINO CINFA 400MG 7 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA14"|400|7|19.01|19.01|"Watch"
"701741"|"MOXIFLOXACINO KERN PHARMA 400MG 5 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA14"|400|5|13.58|13.58|"Watch"
"701742"|"MOXIFLOXACINO KERN PHARMA 400MG 7 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA14"|400|7|19.01|19.01|"Watch"
"698041"|"MOXIFLOXACINO RATIOPHARM 400MG 5 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA14"|400|5|13.58|13.58|"Watch"
"701015"|"MOXIFLOXACINO RATIOPHARM 400MG 7 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA14"|400|7|19.01|19.01|"Watch"
"699995"|"MOXIFLOXACINO STADA 400MG 5 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA14"|400|5|13.58|13.58|"Watch"
"699996"|"MOXIFLOXACINO STADA 400MG 7 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA14"|400|7|19.01|19.01|"Watch"
"693809"|"MOXIFLOXACINO TEVAGEN 400MG 5 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA14"|400|5|13.58|13.58|"Watch"
"693810"|"MOXIFLOXACINO TEVAGEN 400MG 7 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA14"|400|7|19.01|19.01|"Watch"
"844043"|"CIPROCTAL 250MG 10 COMPRIMIDOS RECUBIERTOS CON PELICULA"|"J01MA02"|1000|2.5|3.12|3.12|"Watch"
"766567"|"NEUMAX 750MG 5 COMPRIMIDOS RECUBIERTOS PELICULA"|"J01MA12"|500|7.5|14.05|14.05|"Access"
"738518"|"AZUBEN 400MG 2 COMPRIMIDOS RECUBIERTOS"|"J01MA03"|800|1|5.84|5.84|"Watch"
"780809"|"CLODROX 400MG 14 COMPRIMIDOS"|"J01MA03"|800|7|35.23|35.23|"Watch"
"992883"|"ALMITIL 300MG 20 COMPRIMIDOS RECUBIERTOS"|"J01MA04"|800|7.5|0|0|"Watch"
"729238"|"AMOXICILINA SUN 1000MG 20 COMPRIMIDOS DISPERSABLES EFG"|"J01CA04"|1500|13.33|3.81|3.81|"Access"
"729239"|"AMOXICILINA SUN 1000MG 30 COMPRIMIDOS DISPERSABLES EFG"|"J01CA04"|1500|20|5.71|5.71|"Access"
"816991"|"RETARPEN 1500 1 INYECTABLE"|"J01CA51"|2000|0.75|2.31|2.31|"Access"
"725043"|"CEFTRIAXONA QILU 1G IM/IV 1 VIAL POLVO SOLUCION INYECT Y PERFUSION EFG"|"J01DD04"|2000|0.5|2.5|2.5|"Watch"
"991919"|"SEPTRIN FORTE 160MG/800MG 50 COMPRIMIDOS"|"J01EE01"|1600|25|8.21|8.21|"Access"
"991901"|"SEPTRIN FORTE 160MG/800MG 20 COMPRIMIDOS"|"J01EE01"|1600|10|4.25|4.25|"Access"
"823245"|"SEPTRIN 80MG/400MG 100 COMPRIMIDOS"|"J01EE01"|1600|25|7.24|7.24|"Access"
"823252"|"SEPTRIN 80MG/400MG 20 COMPRIMIDOS"|"J01EE01"|1600|5|2.93|2.93|"Access"
"726141"|"AZITROMICINA TARBIS 250MG 6 SOBRES POLVO SUSPENSION ORAL EFG"|"J01FA10"|300|5|5.62|5.62|"Watch"
"802264"|"NORFLOK 400MG 14 COMPRIMIDOS"|"J01MA06"|800|7|7.1|7.1|"Watch"
"662356"|"AZITROMICINA LESVI 200MG/5ML 15ML 1 FRASCO POLVO SUSPENSION ORAL EFG"|"J01FA10"|300|2|3.03|3.03|"Watch"
"662357"|"AZITROMICINA LESVI 200MG/5ML 30ML 1 FRASCO POLVO SUSPENSION ORAL EFG"|"J01FA10"|300|4|6.03|6.03|"Watch"
"662359"|"AZITROMICINA LESVI 500MG 3 COMPRIMIDOS RECUBIERTOS CON PELICULA EFG"|"J01FA10"|300|5|6.09|6.09|"Watch"
"665095"|"AZITROMICINA MYLAN PHARMACEUTICALS 500MG 3 COMPRIMIDOS RECUB PELIC EFG"|"J01FA10"|300|5|5.9|5.9|"Watch"
"650821"|"AZITROMICINA SANDOZ 200MG/5ML 30ML 1 FRASCO POLVO SUSPENSION ORAL EFG"|"J01FA10"|300|4|6.03|6.03|"Watch"
"663379"|"ARATRO 500MG 3 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01FA10"|300|5|5.96|5.96|"Watch"
"663313"|"AZITROMICINA NORMON 250MG 6 SOBRES POLVO SUSPENSION ORAL EFG"|"J01FA10"|300|5|5.9|5.9|"Watch"
"701334"|"AMIKACINA COMBINO PHARM 250MG/ML 1 VIAL 4ML SOLUCION INYECTABLE EFG"|"J01GB06"|1000|1|4.06|4.06|"Access"
"969451"|"AMIKACINA NORMON 125MG 1 VIAL 2ML SOLUCION INYECTABLE EFG"|"J01GB06"|1000|0.12|1.58|1.58|"Access"
"694516"|"AMOXICILINA SANDOZ 750MG 20 COMPRIMIDOS DISPERSABLES EFG"|"J01CA04"|1500|10|2.86|2.86|"Access"
"695002"|"AMOXICILINA SANDOZ 1G 20 COMPRIMIDOS RECUBIERTOS EFG"|"J01CA04"|1500|13.33|3.81|3.81|"Access"
"725919"|"AMOXICILINA/AC CLAVULANICO PENSA PHARMA 500MG/125MG 30 COMP REC PE EFG"|"J01CR02"|1500|10|5.84|5.84|"Access"
"705558"|"AZITROMICINA CUVE 250MG 6 SOBRES POLVO SUSPENSION ORAL EFG"|"J01FA10"|300|5|5.62|5.62|"Watch"
"705574"|"AZITROMICINA BENEL 500MG 3 COMPRIMIDOS RECUBIERT PELICULA EFG"|"J01FA10"|300|5|5.62|5.62|"Watch"
"705566"|"AZITROMICINA BENEL 500MG 3 SOBRES POLVO SUSPENSION ORAL EFG"|"J01FA10"|300|5|5.62|5.62|"Watch"
"935874"|"TOBRA-GOBENS 100MG 1 VIAL 2ML SOLUCION INYECTABLE"|"J01GB01"|240|0.41|2.29|2.29|"Watch"
"698673"|"LEVOFLOXACINO VIR 500MG 1 COMPRIMIDO RECUBIERTO PELICULA EFG"|"J01MA12"|500|1|1.87|1.87|"Watch"
"983353"|"AMICACINA BRAUN 62,5MG/ML 2ML 1 VIAL SOLUCION INYECTABLE"|"J01GB06"|1000|0.12|1.58|1.58|"Access"
"716977"|"MOXIFLOXACINO MACLEODS 400MG 5 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA14"|400|5|13.58|13.58|"Watch"
"833525"|"CUNESIN 250MG 10 COMPRIMIDOS RECUBIERTOS PELICULA"|"J01MA02"|1000|2.5|1.25|1.25|"Watch"
"832923"|"CUNESIN 500MG 10 COMPRIMIDOS RECUBIERTOS PELICULA"|"J01MA02"|1000|5|2.7|2.7|"Watch"
"755470"|"CIPROFLOXACINO PENSA 250MG 10 COMPRIMIDOS RECUB PELICULA EFG"|"J01MA02"|1000|2.5|1.25|1.25|"Watch"
"761643"|"CIPROFLOXACINO PENSA 250MG 20 COMPRIMIDOS RECUB PELICULA EFG"|"J01MA02"|1000|5|2.25|2.25|"Watch"
"769489"|"CIPROFLOXACINO VIR 250MG 10 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA02"|1000|2.5|1.25|1.25|"Watch"
"770214"|"CIPROFLOXACINO VIR 250MG 20 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA02"|1000|5|2.25|2.25|"Watch"
"766329"|"HUBERDOXINA 250MG 10 COMPRIMIDOS EFG"|"J01MA02"|1000|2.5|3.36|3.36|"Watch"
"885913"|"NORFLOXACINO NORMON 400MG 14 COMPRIMIDOS RECUBIERTOS EFG"|"J01MA06"|800|7|8.23|8.23|"Watch"
"967273"|"BACCIDAL 400MG 14 COMPRIMIDOS RECUBIERTOS"|"J01MA06"|800|7|6.76|6.76|"Watch"
"967307"|"NOROXIN 400MG 14 COMPRIMIDOS RECUBIERTOS"|"J01MA06"|800|7|4.67|4.67|"Watch"
"967919"|"NORFLOK 400MG 14 COMPRIMIDOS"|"J01MA06"|800|7|8.85|8.85|"Watch"
"967927"|"SENRO 400MG 14 CAPSULAS"|"J01MA06"|800|7|0|0|"Watch"
"967935"|"UROCTAL 400MG 14 COMPRIMIDOS RECUBIERTOS"|"J01MA06"|800|7|4.67|4.67|"Watch"
"967968"|"VICNAS 400MG 14 COMPRIMIDOS RECUBIERTOS"|"J01MA06"|800|7|0|0|"Watch"
"655936"|"NORFLOK 400MG 20 COMPRIMIDOS"|"J01MA06"|800|10|6.67|6.67|"Watch"
"706531"|"NORFLOXACINO BAYVIT 400MG 14 COMPRIMIDOS RECUBIERTOS EFG"|"J01MA06"|800|7|6.78|6.78|"Watch"
"655332"|"AMICROBIN 400MG 20 CAPSULAS"|"J01MA06"|800|10|6.67|6.67|"Watch"
"675116"|"NORFLOXACINO ACOST 400MG 14 COMPRIMIDOS RECUBIERTOS EFG"|"J01MA06"|800|7|4.67|4.67|"Watch"
"999990"|"NORFLOK 400MG 14 COMPRIMIDOS"|"J01MA06"|800|7|4.67|4.67|"Watch"
"977660"|"NORFLOXACINO ABELLO 400MG 14 COMPRIMIDOS RECUBIERTOS"|"J01MA06"|800|7|0|0|"Watch"
"672348"|"AZITROMICINA MYLAN 200MG/5ML 15ML 1 FRASCO POLVO SUSPENSION ORAL EFG"|"J01FA10"|300|2|3.01|3.01|"Watch"
"672349"|"AZITROMICINA MYLAN 200MG/5ML 30ML 1 FRASCO POLVO SUSPENSION ORAL EFG"|"J01FA10"|300|4|6.03|6.03|"Watch"
"705152"|"AZITROMICINA CUVE 200MG 6 SOBRES POLVO SUSPENSION ORAL"|"J01FA10"|300|4|6.06|6.06|"Watch"
"705830"|"AZITROMICINA CUVE 200MG/5ML 30ML 1 FRASCO POLVO SUSPENSION ORAL EFG"|"J01FA10"|300|4|6.03|6.03|"Watch"
"652888"|"AMIKACINA SALA 125MG 1 VIAL SOLUCION INYECTABLE 2ML EFG"|"J01GB06"|1000|0.12|0.97|0.97|"Access"
"652889"|"AMIKACINA SALA 500MG 1 VIAL SOLUCION INYECTABLE 2ML EFG"|"J01GB06"|1000|0.5|3.12|3.12|"Access"
"652840"|"AMIKACINA GENFARMA 125MG 1 VIAL 2ML SOLUCION INYECTABLE EFG"|"J01GB06"|1000|0.12|1.08|1.08|"Access"
"652841"|"AMIKACINA GENFARMA 500MG 1 VIAL 2ML SOLUCION INYECTABLE EFG"|"J01GB06"|1000|0.5|3.12|3.12|"Access"
"944777"|"AMIKACINA MAYNE 250MG VIAL 2ML SOLUCION INYECTABLE"|"J01GB06"|1000|0.25|2.81|2.81|"Access"
"955880"|"NETROCIN 15MG 1 AMPOLLA 1,5ML"|"J01GB07"|350|0.04|0.91|0.91|"Watch"
"955898"|"NETROCIN 50MG 1 AMPOLLA 2ML"|"J01GB07"|350|0.14|2.22|2.22|"Watch"
"955906"|"NETROCIN 100MG 1 AMPOLLA 2ML INYECTABLE"|"J01GB07"|350|0.28|3.47|3.47|"Watch"
"661398"|"OFLOXACINO TEVA 200MG 10 COMPRIMIDOS RECUBIERTOS EFG"|"J01MA01"|400|5|4.2|4.2|"Watch"
"661399"|"OFLOXACINO TEVA 200MG 20 COMPRIMIDOS RECUBIERTOS EFG"|"J01MA01"|400|10|8.41|8.41|"Watch"
"886374"|"BAYCIP 250MG 20 SOBRES SUSPENSION ORAL"|"J01MA02"|1000|5|8.99|8.99|"Watch"
"829515"|"FELIXENE 500MG 10 COMPRIMIDOS"|"J01MA02"|1000|5|2.25|2.25|"Watch"
"814244"|"CIPROFLOXACINO NORMON 250MG 10 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA02"|1000|2.5|7.63|7.63|"Watch"
"816389"|"CIPROFLOXACINO NORMON 250MG 20 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA02"|1000|5|15.08|15.08|"Watch"
"813634"|"CIPROFLOXACINO NORMON 500MG 10 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA02"|1000|5|14.36|14.36|"Watch"
"814525"|"CIPROFLOXACINO NORMON 500MG 20 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA02"|1000|10|28.71|28.71|"Watch"
"813444"|"CIPROFLOXACINO NORMON 750MG 10 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA02"|1000|7.5|22.29|22.29|"Watch"
"678585"|"LEVOFLOXACINO QUALIGEN 500MG 10 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA12"|500|10|18.73|18.73|"Watch"
"677318"|"LEVOFLOXACINO SWANPOND INVESTMENTS 500MG 10 COMPRIMIDOS REC PELIC EFG"|"J01MA12"|500|10|18.73|18.73|"Watch"
"678945"|"LEVOFLOXACINO APOTEX 500MG 10 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA12"|500|10|19.62|19.62|"Watch"
"688550"|"LEVOFLOXACINO CINFA 500MG 10 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA12"|500|10|18.73|18.73|"Watch"
"660216"|"LEVOFLOXACINO STADA 500MG 10 COMPRIMIDOS RECUBIERT PELICULA"|"J01MA12"|500|10|28.19|28.19|"Watch"
"728493"|"AZITROMICINA MABO 250MG 6 SOBRES POLVO SUSPENSION ORAL EFG"|"J01FA10"|300|5|9.35|9.35|"Watch"
"726497"|"AZITROMICINA UR 150MG 6 SOBRES POLVO SUSPENSION ORAL"|"J01FA10"|300|3|4.54|4.54|"Watch"
"726463"|"AZITROMICINA VIR 500MG 3 SOBRES POLVO SUSPENSION ORAL EFG"|"J01FA10"|300|5|5.9|5.9|"Watch"
"733451"|"AZITROMICINA DAVUR 200MG/5ML 30ML 1 FRASCO POLVO SUSPENSION ORAL EFG"|"J01FA10"|300|4|6.03|6.03|"Watch"
"765008"|"AZITROMICINA DAVUR 500MG 3 SOBRES POLVO SUSPENSION ORAL EFG"|"J01FA10"|300|5|5.9|5.9|"Watch"
"764639"|"ALTEZYM 500MG 3 SOBRES GRANULADO SUSPENSION ORAL"|"J01FA10"|300|5|5.98|5.98|"Watch"
"852723"|"OFLOXACINO RANBAXY 200MG 10 COMPRIMIDOS RECUBIERTOS EFG"|"J01MA01"|400|5|4.2|4.2|"Watch"
"852798"|"OFLOXACINO RANBAXY 200MG 20 COMPRIMIDOS RECUBIERTOS EFG"|"J01MA01"|400|10|8.38|8.38|"Watch"
"736975"|"OFLOXACINO COMBIX 200MG 10 COMPRIMIDOS RECUBIERTOS EFG"|"J01MA01"|400|5|4.2|4.2|"Watch"
"737460"|"OFLOXACINO COMBIX 200MG 20 COMPRIMIDOS RECUBIERTOS EFG"|"J01MA01"|400|10|8.38|8.38|"Watch"
"787804"|"OFLOVIR 200MG 10 COMPRIMIDOS RECUBIERTOS"|"J01MA01"|400|5|6.71|6.71|"Watch"
"654808"|"CETRAXAL 100MG/ML 100ML 1 FRASCO SUSPENSION ORAL"|"J01MA02"|1000|10|7.38|7.38|"Watch"
"695446"|"CIPROFLOXACINO DERMOGEN 250MG 1 COMPRIMIDO RECUBIERTO PELICULA EFG"|"J01MA02"|1000|0.25|0.12|0.12|"Watch"
"695448"|"CIPROFLOXACINO DERMOGEN 500MG 1 COMPRIMIDO RECUBIERTO PELICULA EFG"|"J01MA02"|1000|0.5|0.22|0.22|"Watch"
"804526"|"CIPROFLOXACINO QUALIGEN 250MG 20 COMPRIMIDOS RECUB PELICULA"|"J01MA02"|1000|5|2.25|2.25|"Watch"
"800268"|"CIPROFLOXACINO QUALIGEN 500MG 10 COMPRIMIDOS RECUB PELICULA"|"J01MA02"|1000|5|2.22|2.22|"Watch"
"804518"|"CIPROFLOXACINO QUALIGEN 500MG 20 COMPRIMIDOS RECUB PELICULA"|"J01MA02"|1000|10|3.29|3.29|"Watch"
"796581"|"CIPROFLOXACINO QUALIGEN 750MG 10 COMPRIMIDOS RECUB PELICULA"|"J01MA02"|1000|7.5|2.5|2.5|"Watch"
"786863"|"CIPROFLOXACINO ALTER 250MG 10 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA02"|1000|2.5|1.25|1.25|"Watch"
"787036"|"CIPROFLOXACINO ALTER 250MG 20 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA02"|1000|5|2.25|2.25|"Watch"
"786988"|"CIPROFLOXACINO ALTER 500MG 20 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA02"|1000|10|12.57|12.57|"Watch"
"786756"|"CIPROFLOXACINO ALTER 750MG 10 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA02"|1000|7.5|2.5|2.5|"Watch"
"748152"|"CIPROFLOXACINO EDIGEN 250MG 10 COMPRIMIDOS RECUBIERTOS EFG"|"J01MA02"|1000|2.5|1.5|1.5|"Watch"
"748186"|"CIPROFLOXACINO EDIGEN 250MG 20 COMPRIMIDOS RECUBIERTOS EFG"|"J01MA02"|1000|5|2.95|2.95|"Watch"
"746685"|"CIPROFLOXACINO EDIGEN 500MG 10 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA02"|1000|5|2.5|2.5|"Watch"
"748178"|"CIPROFLOXACINO EDIGEN 500MG 20 COMPRIMIDOS RECUBIERTOS PELICULA EFG"|"J01MA02"|1000|10|3.29|3.29|"Watch"
